text	TextBlob	OpLexicon
nenhum presta olha inflacao governo dilma nao adianta continuar governo igual ta hora mudar	neutro	neutro
yes dilma leve pt junto	neutro	neutro
deus ouca dilma vai perder turno	neutro	negativo
governador ruim presidente ainda bem dilma menos votos	negativo	negativo
dilma so vai ganhar dnv causa bolsa familia ajuda mt gnt	positivo	neutro
votou dilma nao brasil ano passado ne	neutro	negativo
pior dilma n fica	negativo	negativo
pra ter segundo turno aecio dilma melhor ter deixado jeito tava ne povao	positivo	positivo
bonito vcs apoiando aecio dilma rs ficaria caladinha	positivo	positivo
lado bom ter dilma presidente novo zoacao tt	positivo	positivo
dilma ganhou brasileiro bicho ruim pqp	negativo	negativo
coisa certa pessimista ptista otimista psdbista imaginavam diferenca dilma aecio apenas	positivo	negativo
pesquisas errando feio tb ambito nacional instituto previu dilma contra aecio	negativo	negativo
povo burro vao eleger dilma vez eleicoes	positivo	negativo
pobre vou voltar dilma entao nao cara parem dilma nao ta melhorando pais pt nao ta melhorando pai	negativo	negativo
so nao entendo voces ano passado todo mundo protestando agora voces votam dilma valeu hipocritas	positivo	negativo
dilma nao tiririca sim ne faz favor	positivo	negativo
menos mal melhor pt bebida pt dilma haha	negativo	positivo
dilma pode perder	neutro	negativo
ai pessoa faz manifestacoes pra chegar outubro votar dilma	neutro	negativo
eleicoes aponta segundo turno dilma aecio sera vontade milhoes junho ruas aceito	neutro	positivo
apuracao tempo real sp aecio neves lugar urnas apuradas placareleicoesuolbrturnosp apuracao estado eleicoes chupa dilma	negativo	positivo
so faltava merda dilma ganhar dnv	positivo	neutro
dilma aecio equilibrado muita gente falava	positivo	positivo
diferenca segundo turno dilma ganha direto gglobopoliticaeleic oesapuracao votos presidentehtml	positivo	neutro
pior saber dilma aecio ta foda qualquer jeito	negativo	negativo
boca urna ibope turno sera dilma aecio domingo outubro morto aecio bem vivo lnisbrreutersarticthfly	negativo	neutro
vcs comem merda nao tanto quanto pq dilma perdeu feio aqui	neutro	negativo
queria ver sonho realizado estudar ciencias exterior dilma	positivo	positivo
ate parece q voces n sabiam q dilma ia ganhar	positivo	neutro
surpriendente resultado ate aqui apurado aecio cola dilma	positivo	positivo
opiniao nao julguem nao gostar pt dilma moda agora	neutro	positivo
virou moda criticar brasil xingar dilma problema tudo onda ridicula motivos pifios	negativo	neutro
brasileiro nao vergonha cara gosta sofrer tantos fatos condenam dilma pt vai reeleger	positivo	neutro
povo burro aposto maioria retardados votaram dilma	negativo	negativo
tia dilma ta cabecao inchado	neutro	negativo
melhor dilma sim rsrs	positivo	positivo
quantas pessoas precisam pra destruir brasil diuma hahah ai vai la vota dilma	positivo	neutro
dilma perdendo rs aecio perdendo mg marina perdendo ac santo casa nao faz milagre casa conhece melhor	positivo	positivo
ja favor dilma vir piaui agradecer pedir votos segundo turno embora nao precisersrsrs taca hein	positivo	neutro
novos classe media so sao causa pt alguem achou dilma nao bem votada sabenadainocentes	positivo	positivo
dilma ganhando sao bando otarios	positivo	positivo
serio q dilma ta ganhando	negativo	neutro
dilma vai ganhar novo sinceramente	positivo	neutro
protesto ano q vem taco bomba cu cada q votou dilma pq sao tudo uns nocao hipocritas	neutro	positivo
voto aecio porque bonitinho odeio dilma pq sim nordestino nao sabe votar pt so corrupcao zzzzzzzzzzzzzzz	negativo	negativo
aecio perdendo mg estado governado dilma ah esqueci nunca governou nada bairro	neutro	positivo
dilma liderando acabou passar globo news decepcionante	negativo	negativo
q votaram luciana primeiro nao votarem dilma segundo parabens vcs sao bastante burros	positivo	positivo
aecio ta perdendo pra dilma mg uai aqui nao eh estado perfeito ama	positivo	positivo
dilma frente rs decepcao	negativo	negativo
ai voce ta discutindo politica pessoa todos protestos pra votar dilma agora mata fera	neutro	negativo
juro nao entendo fizeram furdunco causa copa dilma etc agora vao la votam nela brasil	neutro	negativo
criticou dilma ano inteiro pra chegar hj votar nela	positivo	negativo
segundo turno dilma aecio agora cabe pessoas verem nao votar votar branco nulo estao votando dilma	negativo	negativo
serio dilma aecio vcs sao aecio	positivo	positivo
segundo turno dilma aercio senhor novo eleicoes cade pesquisas quero prova vale sao urnas	negativo	positivo
tal colocar dilma aecio helicoptero repente cair	neutro	positivo
dilma vencer presidencia voces podem comecar botar fogo brasil todo favor	negativo	negativo
dilma aecio turno logico q prefiro aecio anos pt nao	positivo	neutro
dilma devia ganhar logo turno pra nao fazer viajar pra votar novo ne nao	positivo	negativo
vcs flnd q dilma fodeu brasil so pobre sentiu pele antes s bolsa familia sabe oq fez dilmapravencer	negativo	negativo
dilma aecio segundo turno jeito ir menos pior pior mundo aecio pt nao irmao	negativo	negativo
vcs podendo votar marina vota dilma cerebro	neutro	negativo
hora xingar dilma estadio copo mundo xingaram ne todo mundo achou lindo agora vem falar q governo bom	positivo	positivo
fizeram tudo pra votar dilma tomar cu voces nao querem ne	neutro	negativo
so pode ser pesadelo preferia ver marina perder pra dilma pra aercio	neutro	negativo
dilma nao pode ganhar pqp	negativo	neutro
povo fez protesto ano passado maioria votou novamente dilma vai entender povo brasileiro	neutro	negativo
vao fuder voces vcs votaram dilma	negativo	negativo
gigante havia acordado votou dilma ata	neutro	neutro
dilma aecio complicado viu dilma forma alguma aecio nao chama atencao	neutro	negativo
nordeste vai votar dilma	neutro	negativo
dilma ganhar mudo pais	positivo	neutro
apuracao tempo real mg dilma lugar urnas apuradas placareleicoesuolbrturnomg apuracao estado eleicoes	positivo	positivo
brasileiro burro todo mundo falou caralho dilma votaram porra vao tomar cu parem ser ridiculos	negativo	negativo
agora acredito aecio ganha dilma segundo turno nao tendo decidido voto ainda	positivo	positivo
brasil dilma aecio gigante acordou pra cima brasil	positivo	neutro
tao debatendo sobre aecio dilma nao valem pau q chupam ainda acho melhor aecio tudo privado logo nessa merda	positivo	positivo
maior parte votos faltam sao nordeste onde dilma maioria	negativo	positivo
dilmapravencer dilma nessa porra achar ruim coloca dedo cu rasga	negativo	negativo
especialistas especulam q norte nordeste aumentarao vantagem dilma relacao colocado ofensas contra nordestino	neutro	neutro
aaaaaa vsf puta dilma vai ganhar ta loco mano	positivo	neutro
alo devyson juca torce dilma perder aecio segundo turno caso contrario maos	negativo	negativo
lula ja disse vai eleger proxima dilma ganhar pt vira ditadura	positivo	neutro
falem quiser voto pra dilma porque visao melhor todos la fez anos ajudou	positivo	positivo
gigante acordou votou dilma novo	positivo	neutro
vai ter segundo turno sim votar dilma vai perder cu	negativo	negativo
gente serio q nao sei q dilma aparece pesquisas todo mundo q perguntei votou aecio vinicius falou mesma coisa	positivo	neutro
podia dar dilma cachorro ate cachorro preparado cargo	positivo	positivo
dilma aecio neves vao segundo turno afirma especialistas ubata foco	negativo	negativo
verdade bruno vi agora oficial urnas apuradas ta dilma aecio marina infelizmente	neutro	negativo
voces merda lugar cerebro pra votar dilma nao possivel	negativo	negativo
boa pinta mocada vota homem bonito hahaha dilma bazuca mal calibrada	positivo	positivo
reclama brasil hora votar vota dilma vai entender	neutro	negativo
dilma rainha partido p u t	neutro	negativo
dilma aecio tucano otimista poderia antever resultado	positivo	negativo
boa noite absurdo diferenca ente aecio dilma acorda brasil homem vai acabar	positivo	negativo
nao to acreditando dilma vai ganhar	positivo	neutro
dilma ganhar segundo turno tudo vou falar aqui tt vai ser chupa pode favorita	positivo	neutro
gozado todas urnas dando aecio apuracao dando dilma estranho	positivo	neutro
duvido q aecio perdendo pra dilma minas so fizeram algo errado	negativo	negativo
pqp q bostaaaaa dilma ta ganhando vao tomar cu vcs viu reclamam bosta brazil nao ajuda melhorar desgracados	neutro	negativo
agora dilma aecio vou votar pra liberacao armas fogo possa dar tiro cabeca forma legal	positivo	neutro
explode pais todo amigo vote dilma pqp	positivo	positivo
aecia apenas dilma candidato minusculo they said	neutro	neutro
logica fazer protesto piranha dilma ganhar	positivo	neutro
dilma presidenta votem vendo corpo vc votar	neutro	negativo
alguem coragem votar dilma ja oportunidade nao mudou nada	neutro	negativo
disputa dilma aecio pra ver pior	negativo	negativo
diferenca dilma aecio tenso	negativo	negativo
la vem vcs pra rua agora vai votar dilma gente ces sao retardados fazem	negativo	neutro
dilma ta terceiro aqui sao paulo ate marina ta frente hehe	neutro	positivo
falaram iam votar genro acabaram votando dilma risos	neutro	negativo
nao pt nao bom tanto q nao votei dilma psdb consegue ser pior	negativo	neutro
pobre fuder tomara dilma continue governo escroto	negativo	negativo
mano todo mundo sabia q tia dilma ladrona ia ganhar	positivo	neutro
dilma aecio pra mim dois sao ruins prefiro aecio	negativo	positivo
nao voto dilma aecio multa eh bem melhor q merda	positivo	positivo
romario eleito dilma tb tudo normal brasil	positivo	neutro
marina silva ja turno vou ter ir menos pior qualquer forma pt dilma pro brejo	negativo	negativo
nao sei pior dilma aecio	negativo	negativo
problema mental dessas pessoas tao votando dilma puta pariu	negativo	neutro
dilma sobe aecio cai dilma cai aecio sobe independente disso tudo so faco lamentar ser dois brigando presidencia	negativo	neutro
eleitor marina votar aecio turno bye bye tia dilma	neutro	negativo
marina nao vai apoiar dilma amor deus brasil	neutro	positivo
dilma ganhar novamente mudo pais	positivo	neutro
dilma aecio alckmin serra eleitos maravilhosissimo povo sao paulo cidade evoluida brasil	positivo	positivo
japao contagem ja terminou aecio dilma menos pra cima queria estar morto	negativo	negativo
maioria brasileiros so estao votando dilma causa bolsa familia procurarem usar camisinha bom nao querem	neutro	positivo
gente dilma ganhar nao quero turno	positivo	neutro
gente nao faz sentido pra mim outros votos esquerda nao sao relevantes pra mudar resultado dilma	negativo	positivo
dilma nao pode ganhar novo	negativo	neutro
gente deixa contar negocio pra vcs vcs nao tao felizes dilma porrada candidato ainda anular voto ta	positivo	negativo
quase urnas apuradas dilma aecio marina apenas surpreendente arrancada aecio acho vence segundo turno	positivo	positivo
tudo sei brasil terra gente burra parabens jumentos dilma ganhar vai acabar ainda pais	positivo	neutro
dilma ganhar so prova brasileiro realmente burro	positivo	negativo
nao duvido dilma ganhar turno jeito brasileiro otario	positivo	neutro
todas manifestacoes pais reeleger dilma roussef desisto acreditar mudanca povo otario merda	neutro	neutro
dilma pt vao cuba pastor vava	neutro	negativo
melhor noticia pra dilma aecio turno	positivo	positivo
pior tudo segundo turno escolher aecio dilma	negativo	negativo
euvoteiaecio vamos la brasil x pra alemanha ruim agora anos dilma querendo afundar pais	negativo	neutro
to igual harry potter chapeu seletor cabeca dilma nao dilma nao	neutro	neutro
to besta aecio encostando dilma sangue jesus poder	positivo	negativo
segundo turno dilma aecio onde porra ta gigante	neutro	neutro
aecio vai ganhar dilma segundo turno ctz	positivo	neutro
dilma soh ganha nordeste pqp ai vejo aecio perder minas dou risada argumento	positivo	negativo
enquanto possivel sonhar dilma leve pt junto	neutro	neutro
dilma ta ganhando pra acreditar	neutro	neutro
chute cara votou dilma porra velho burrice caralho	negativo	neutro
infelizmente nao consigo ver menos pior dilma aecio marina	negativo	negativo
apuracao dando dilma pro aecio institutos pesquisa erraram feio demais tentando influenciar povo	negativo	negativo
tiririca dilma frente brasil	neutro	negativo
diferenca dilma pra aecio ta to queixo caido	neutro	negativo
voces vao entender povo vaia dilma nao vota nela	neutro	negativo
gente ces quer dilma ces vao arrepender to avisando	neutro	negativo
marina votaria aecio so pra dilma nao ganhar	negativo	neutro
discordo flavio apuracao sul bem adiantada dilma vai subir vai cair	positivo	positivo
dira aecio segundo turno sobre ter perdido minas dilma eleicoes	neutro	negativo
urnas faltam serem apuradas sao maioria norte nordeste dilma vai abrir pouco diferenca	positivo	positivo
agora votar dilma aecio euvoteimarina	neutro	negativo
vou dizer dilma ganhar eleicao tamos lascado vei	positivo	neutro
dilma ganhar nao venham prptestos nenhum votou nela sofra consequencias nessa mizera	positivo	neutro
ja nao basta dilma indo pro segundo turno agora aecio tbm brasileiro eh povo burro deus	negativo	negativo
voce acha ok alguem usar dinheiro pra construir coisa nao brasil outro pais voce votou dilma	positivo	positivo
antes qualquer ser vivo dilma sim	neutro	positivo
facil ter tudo maos reclamar dilma complicado vc viu familia realmente melhorar causa governo	positivo	neutro
queria q desse marina massss tirando dilma poder ta bom chorando	positivo	positivo
ah piranha dilma vai ganhar novo	positivo	neutro
nao consigo acreditar dilma ta ganhando	positivo	neutro
zona gv apurado aecio dilma marina	neutro	positivo
dilma frente nao santa maravilha ja melhor	positivo	positivo
pior q melhor votar aecio pq dilma ngm merece mano	positivo	negativo
dilma vai ganhar certeza	positivo	neutro
segundo turno vcs votarem dilma ainda vcs merecem sofrer	negativo	neutro
cara serio dilma aecio ens	positivo	positivo
dilma vai ganhar porraaaaaa	positivo	neutro
mesmas pessoas votaram dilma sao tavam protestando contra governo perdi aqui desculpe vamos tentar	negativo	positivo
dilma aercio dois vou votar justificar porra nenhuma	negativo	negativo
dilma cara pt brasileiro gosta sofrer	neutro	neutro
serio q vcs tao reelegendo dilma pobre q recebe bolsa familia foda	negativo	negativo
dilma melhor segurar segundo turno voce ta merda	positivo	positivo
